TERM,HS_GPA,ACT_ENGL,ACT_MATH,ACT_READING,ACT_SCIENCE,ACT_COMP,COUNTY_CODE_ORIG,COUNTY_ORIG,STAT_ORIG,COLLEGE,DEGREE,MAJOR,FERRIS_GPA,RETAINED
2015,3.96,27,25,27,29,27,MI051,Gladwin,MI,AS,BS,BIPO,3.69,1
2015,3.13,19,21,18,23,20,MI121,Muskegon,MI,AS,AS,PPHR,1.85,0
2015,3.37,20,17,22,23,21,MI081,Kent,MI,AS,AS,PSCI,3.35,0
2015,2.96,19,21,22,17,20,MI139,Ottawa,MI,AS,BS,PSYC,1.08,0
2015,4.07,25,25,28,27,26,MI049,Genesee,MI,AS,AS,PPHR,2.44,1
2015,3.77,26,19,22,25,22,MI139,Ottawa,MI,BU,AAS,GRDE,3.87,1
2015,2.83,18,23,29,22,23,MI125,Oakland,MI,TE,AAS,MECH,3.81,1
2015,3.56,33,27,32,27,30,MI139,Ottawa,MI,HP,AAS,AHS,2.78,0
2015,3.75,20,26,23,25,23,MI139,Ottawa,MI,KE,BFA,MI,3.4,1
2015,3.39,21,17,27,17,21,MI161,Washtenaw,MI,UN,AA,GNST,3.37,1
2015,3.63,26,25,26,25,26,MI139,Ottawa,MI,HP,BS,PNUR,2.12,1
2015,2.97,19,17,20,22,20,MI081,Kent,MI,ED,AA,PCRJ,3.53,1
2015,3.55,24,23,20,22,22,MI123,Newaygo,MI,TE,AAS,HEQT,3.18,1
2015,3.27,24,19,20,25,22,MI163,Wayne,MI,ED,AA,PCRJ,3.7,1
2015,3.61,23,21,20,23,21,MI021,Berrien,MI,TE,AAS,MECH,4,0
2015,3.92,27,24,27,27,24,MI117,Montcalm,MI,AS,BS,BIPO,3.73,1
2015,3.47,24,26,32,24,27,MI123,Newaygo,MI,TE,AAS,BCTM,2.3,0
2015,2.35,33,20,33,25,28,MI125,Oakland,MI,UN,AA,GNST,1.65,0
2015,2.59,21,21,22,25,22,MI081,Kent,MI,TE,AAS,MECH,2.65,1
2015,2.7,20,23,21,18,20,MI025,Calhoun,MI,TE,AAS,BCTM,3.07,1
2015,3.62,31,25,27,26,27,MI033,Chippewa,MI,TE,AAS,PWEL,3.34,1
2015,3.2,19,18,25,20,21,MI075,Jackson,MI,BU,BS,BUAD,2.78,1
2015,3.87,34,25,32,28,29,MI121,Muskegon,MI,BU,BS,MIM,4,0
2015,3.55,29,25,32,26,27,MI025,Calhoun,MI,AS,BS,BIPM,3.16,1
2015,3.38,20,19,17,16,18,MI117,Montcalm,MI,TE,AAS,MECH,3.24,1
2015,3.05,15,17,20,20,18,MI081,Kent,MI,UN,AA,GNST,2.75,1
2015,2.44,15,18,22,22,19,MI107,Mecosta,MI,UN,AA,GNST,0,0
2015,3.55,21,21,22,21,21,MI067,Ionia,MI,HP,AAS,PRAD,3.57,1
2015,4,22,23,24,22,22,MI069,Iosco,MI,HP,AAS,PRSP,3.53,1
2015,3.98,25,26,28,27,27,MI121,Muskegon,MI,BU,BS,CIS,3.93,1
2015,3.24,21,23,16,20,20,MI125,Oakland,MI,BU,BS,PGA,2.85,1
2015,2.48,15,18,19,21,18,MI147,St. Clair,MI,UN,AA,GNST,3.15,1
2015,3.65,17,25,19,25,21,MI031,Cheboygan,MI,TE,BS,AET,3.35,1
2015,3.04,15,15,22,16,17,MI125,Oakland,MI,UN,AA,GNST,3.8,1
2015,3.25,17,16,22,18,18,MI121,Muskegon,MI,ED,AA,PCRJ,3.7,1
2015,3.91,21,17,23,22,21,MI163,Wayne,MI,BU,AAS,GRDE,3.07,1
2015,2.92,15,17,26,23,20,MI045,Eaton,MI,AS,BSW,SOWK,3.21,1
2015,3.36,19,25,24,29,24,MI093,Livingston,MI,AS,BS,AMTH,3.92,1
2015,3.56,22,28,27,24,25,MI081,Kent,MI,TE,AAS,PPET,3.55,1
2015,2.52,16,15,15,18,16,MI163,Wayne,MI,UN,AA,GNST,2.17,0
2015,3.03,20,22,19,19,20,MI165,Wexford,MI,ED,BS,ELED,3.85,0
2015,2.98,20,18,19,20,18,MI121,Muskegon,MI,AS,AS,PSCI,2.88,0
2015,3.07,11,17,17,16,15,MI133,Osceola,MI,UN,AA,GNST,1.96,0
2015,2.95,20,18,18,18,19,MI099,Macomb,MI,BU,AAS,CIS,3,1
2015,2.99,23,17,25,19,21,MI163,Wayne,MI,BU,AAS,MKT,2.59,1
2015,4,24,32,27,28,27,MI153,Schoolcraft,MI,TE,BS,AET,3.87,1
2015,2.47,22,19,21,23,21,MI139,Ottawa,MI,UN,AA,CARE,1.49,0
2015,3.21,15,17,20,18,18,MI163,Wayne,MI,ED,AA,PCRJ,2.74,1
2015,3.83,27,23,26,24,24,MI043,Dickinson,MI,AS,AS,PPHR,2.96,1
2015,3.99,26,29,30,27,27,MI121,Muskegon,MI,BU,BS,ACIS,3.79,1
2015,3.68,20,26,20,21,21,MI043,Dickinson,MI,HP,BS,PNUR,2.87,1
2015,2.44,15,15,22,19,18,MI057,Gratiot,MI,UN,AA,GNST,2.34,1
2015,3.6,09,18,20,16,16,MI163,Wayne,MI,UN,AA,GNST,3.61,1
2015,3.08,13,16,17,15,15,MI121,Muskegon,MI,ED,AA,PCRJ,3.2,1
2015,3.24,15,22,20,22,20,MI073,Isabella,MI,HP,BS,PNUR,3.06,0
2015,3.56,18,26,27,25,24,MI133,Osceola,MI,TE,AAS,MFT,3.21,1
2015,3.26,20,23,17,25,21,MI125,Oakland,MI,ED,AA,PCRJ,3.47,0
2015,3.91,25,20,26,24,23,MI069,Iosco,MI,AS,AA,PSWK,3.78,1
2015,3.86,25,24,22,24,23,MI123,Newaygo,MI,AS,BS,BIPM,3.7,1
2015,3.1,18,17,23,23,20,MI125,Oakland,MI,TE,AAS,PBCT,2.9,1
2015,3.38,18,21,26,25,22,MI129,Ogemaw,MI,AS,BS,BIPD,3.84,1
2015,3.72,19,23,18,22,20,MI107,Mecosta,MI,TE,AAS,EEIT,3.59,1
2015,3.05,15,17,19,18,17,MI121,Muskegon,MI,UN,AA,GNST,2.94,1
2015,4,32,33,32,28,31,MI163,Wayne,MI,AS,BS,BIPM,3.85,1
2015,3.74,24,25,30,26,26,MI157,Tuscola,MI,AS,BS,PSYC,2.82,1
2015,3.01,22,22,18,25,22,MI031,Cheboygan,MI,TE,AAS,CDTD,1.7,1
2015,2.85,22,23,17,25,22,MI123,Newaygo,MI,BU,AAS,PBUS,3.02,1
2015,2.7,26,21,25,25,24,MI005,Allegan,MI,AS,BS,BIPV,1.27,0
2015,4.06,25,27,27,25,26,MI081,Kent,MI,AS,AS,PPHR,3.1,1
2015,3.79,27,25,33,30,29,MI157,Tuscola,MI,AS,BS,BIPM,3,0
2015,2.56,21,17,16,25,20,MI093,Livingston,MI,UN,AA,GNST,0,0
2015,3.65,20,17,22,24,21,MI113,Missaukee,MI,TE,AAS,PARC,3.59,1
2015,3.46,27,21,31,23,26,MI081,Kent,MI,UN,AA,CARE,0,0
2015,2.45,22,16,22,26,22,MI121,Muskegon,MI,UN,AA,GNST,3.24,1
2015,3.36,19,24,22,23,22,MI147,St. Clair,MI,TE,BS,AET,2.86,1
2015,3.42,23,27,30,27,27,MI145,Saginaw,MI,AS,BS,BIPV,3.3,1
2015,2.76,09,15,17,21,16,MI147,St. Clair,MI,ED,AA,PTEL,2.64,1
2015,3.93,25,25,28,23,25,MI161,Washtenaw,MI,BU,BS,BUAD,3.72,1
2015,2.74,27,19,29,22,24,MI123,Newaygo,MI,ED,AA,PCRJ,2.98,1
2015,3.74,28,24,26,23,25,MI139,Ottawa,MI,ED,AA,PCRJ,4,1
2015,3.94,25,26,28,25,26,MI111,Midland,MI,AS,BS,BIPM,3.75,1
2015,4.02,27,24,26,26,26,MI081,Kent,MI,BU,AAS,GRDE,3.7,1
2015,3.54,21,23,22,22,22,MI035,Clare,MI,BU,AAS,MKT,2.71,1
2015,3.71,22,25,26,23,23,MI081,Kent,MI,BU,BS,BUAD,2.61,1
2015,2.83,16,16,20,22,19,MI117,Montcalm,MI,HP,BS,PNUR,2.07,0
2015,3.4,15,25,15,21,18,MI075,Jackson,MI,TE,AAS,MECH,3.25,1
2015,2.48,17,18,17,17,17,MI081,Kent,MI,KE,BFA,FS,3,1
2015,3.7,33,26,30,26,29,MI045,Eaton,MI,BU,BS,MIM,3.66,1
2015,2.94,21,18,23,22,21,MI125,Oakland,MI,HP,BS,PNUR,2.23,1
2015,4,25,21,26,24,24,MI157,Tuscola,MI,HP,BS,PNM,3.71,1
2015,3.3,20,20,23,20,21,MI091,Lenawee,MI,BU,AAS,MKT,0.92,0
2015,2.39,16,19,22,20,19,MI045,Eaton,MI,UN,AA,GNST,1.69,0
2015,4.12,30,30,31,28,30,MI157,Tuscola,MI,AS,BS,BIPO,4,1
2015,2.56,25,24,31,25,26,MI163,Wayne,MI,ED,AA,PCRJ,1.05,0
2015,2.95,18,27,15,21,20,MI073,Isabella,MI,BU,AAS,CIS,3.7,1
2015,2.39,20,21,16,22,19,MI081,Kent,MI,UN,AA,GNST,1.89,0
2015,3.67,26,18,27,24,24,MI087,Lapeer,MI,AS,AS,PSCI,2.78,1
2015,3.6,24,26,27,24,24,MI117,Montcalm,MI,TE,AAS,PPET,3.15,1
2015,3.97,25,27,28,26,26,MI065,Ingham,MI,AS,BS,BIPO,3.71,1
2015,2.48,23,23,22,26,23,MI005,Allegan,MI,UN,AA,GNST,2.73,1
2015,3.92,24,24,28,26,26,MI075,Jackson,MI,ED,AA,PCRJ,3.54,1
2015,2.47,21,20,25,20,21,MI121,Muskegon,MI,UN,AA,GNST,0.91,0
2015,2.77,17,24,22,19,19,MI005,Allegan,MI,BU,BS,BDAN,2.17,0
2015,2.68,24,24,30,25,25,MI091,Lenawee,MI,BU,BS,PPGM,1.22,1
2015,3.6,26,27,26,28,27,MI151,Sanilac,MI,TE,AAS,BCTM,3.7,1
2015,2.65,15,17,20,20,18,MI117,Montcalm,MI,AS,AS,PSCI,2.6,1
2015,3.87,32,24,28,26,26,MI099,Macomb,MI,TE,AAS,MFT,3.88,1
2015,3.44,19,16,15,18,17,MI127,Oceana,MI,ED,BS,ELED,3.93,1
2015,4.43,28,32,27,30,28,MI123,Newaygo,MI,HP,BS,PNUR,4,1
2015,3.18,16,22,19,23,20,MI139,Ottawa,MI,ED,AA,PCRJ,3.38,1
2015,2.79,16,15,15,22,17,MI065,Ingham,MI,UN,AA,GNST,2.94,0
2015,3.27,19,22,19,22,21,MI049,Genesee,MI,TE,AAS,BCTM,1.62,0
2015,3.8,18,16,14,18,16,MI161,Washtenaw,MI,ED,AA,PCRJ,3.68,1
2015,2.82,18,19,16,20,18,MI005,Allegan,MI,BU,BS,ACCT,2.87,1
2015,2.91,18,18,17,19,18,MI021,Berrien,MI,KE,BFA,DR,0,0
2015,2.61,24,22,28,23,24,MI091,Lenawee,MI,AS,AS,PPHR,0,0
2015,3.1,14,15,16,17,16,MI049,Genesee,MI,ED,AA,PCRJ,3.42,1
2015,3.31,19,26,19,22,22,MI071,Iron,MI,BU,BS,PGA,3.03,0
2015,3.65,10,15,16,16,14,MI161,Washtenaw,MI,UN,AA,GNST,2.5,1
2015,3.05,19,20,14,20,18,MI065,Ingham,MI,UN,AA,GNST,2.85,1
2015,2.44,16,19,19,24,20,MI029,Charlevoix,MI,UN,AA,GNST,1.59,0
2015,3.77,21,25,23,22,22,MI015,Barry,MI,AS,AS,PPHR,2.59,0
2015,3.5,27,25,30,24,27,MI099,Macomb,MI,TE,AAS,BCTM,2.36,1
2015,2.38,19,18,19,18,19,MI129,Ogemaw,MI,UN,AA,GNST,2.2,0
2015,4,24,25,20,26,24,MI163,Wayne,MI,AS,AS,PPHR,3.29,1
2015,3.44,22,24,24,25,24,MI147,St. Clair,MI,HP,AAS,AHS,2.64,1
2015,2.2,16,17,17,20,17,MI149,St. Joseph,MI,KE,BFA,AE,2.43,1
2015,2.64,15,20,19,19,18,MI005,Allegan,MI,ED,AAS,PDGM,2.69,1
2015,3.48,20,20,17,23,19,MI029,Charlevoix,MI,AS,AA,PLAW,3.08,1
2015,2.96,18,24,23,26,22,MI139,Ottawa,MI,TE,AAS,MFT,1.7,0
2015,3.13,24,24,25,24,24,MI051,Gladwin,MI,HP,BS,PNUR,2.78,0
2015,3.25,25,19,23,16,21,MI137,Otsego,MI,HP,AAS,AHS,3.61,1
2015,3.49,26,23,30,26,26,MI163,Wayne,MI,BU,BS,ACCF,2.86,1
2015,3.86,24,25,23,26,24,MI067,Ionia,MI,AS,AS,PPHR,3.24,1
2015,2.86,16,14,22,21,18,MI081,Kent,MI,KE,BFA,FS,1.4,1
2015,3.45,23,24,18,23,22,MI145,Saginaw,MI,HP,AAS,PDH,3.33,1
2015,3.69,19,23,24,26,23,MI005,Allegan,MI,BU,AAS,GNBU,3.84,0
2015,3.14,18,20,17,22,18,MI127,Oceana,MI,HP,AAS,AHS,3.49,1
2015,3.61,19,16,22,18,19,MI133,Osceola,MI,ED,BS,SSED,3.9,1
2015,3.01,19,16,18,09,16,MI101,Manistee,MI,UN,AA,CARE,3.43,1
2015,3.25,25,19,21,23,22,MI163,Wayne,MI,AS,AS,PMOR,3.52,1
2015,3.15,19,20,22,22,21,MI117,Montcalm,MI,HP,AAS,AHS,3.09,0
2015,3.93,25,21,26,23,23,MI073,Isabella,MI,HP,AAS,PDMS,3.86,1
2015,3.1,21,16,25,20,21,MI023,Branch,MI,AS,AS,PSCI,3.52,0
2015,2.75,16,20,22,22,20,MI005,Allegan,MI,BU,AAS,PBUS,1.7,0
2015,3.43,16,28,25,21,22,MI139,Ottawa,MI,AS,AS,PPHR,2.13,0
2015,2.81,33,25,31,25,29,MI123,Newaygo,MI,UN,AA,CARE,3.5,1
2015,3.67,29,26,25,23,24,MI041,Delta,MI,BU,BS,PURE,3.44,1
2015,2.2,20,19,16,23,20,MI123,Newaygo,MI,UN,AA,GNST,1.85,0
2015,3.14,20,23,22,20,21,MI123,Newaygo,MI,ED,AA,PTEL,3.49,1
2015,2.78,22,23,28,23,24,MI141,Presque Isle,MI,HP,AAS,PDH,3.24,1
2015,2.76,15,20,17,18,17,MI117,Montcalm,MI,UN,AA,CARE,4,1
2015,3.51,19,19,20,21,20,MI099,Macomb,MI,ED,AA,PCRJ,3.68,1
2015,4.18,33,31,34,29,32,MI081,Kent,MI,TE,AAS,PPET,3.81,1
2015,3.94,21,22,23,22,22,MI123,Newaygo,MI,HP,AAS,AHS,3.71,1
2015,3.06,16,17,17,19,17,MI105,Mason,MI,UN,AA,GNST,4,1
2015,2.6,15,19,19,22,18,MI157,Tuscola,MI,UN,AA,GNST,0.76,0
2015,3.47,18,19,20,18,19,MI009,Antrim,MI,UN,AA,CARE,3.45,1
2015,4.17,34,31,36,28,32,MI081,Kent,MI,HP,BS,PNUR,3.44,1
2015,2.79,20,18,19,22,19,MI123,Newaygo,MI,UN,AA,GNST,1.42,0
2015,2.69,18,16,15,16,16,MI163,Wayne,MI,UN,AA,GNST,2.43,0
2015,3.98,23,28,28,25,26,MI081,Kent,MI,HP,AAS,AHS,3.35,1
2015,2.44,18,18,21,19,19,MI137,Otsego,MI,BU,AAS,RFIM,3.46,1
2015,4.04,28,29,29,32,28,MI065,Ingham,MI,AS,AS,PPHR,4,1
2015,3.43,26,20,22,23,23,MI023,Branch,MI,UN,AA,CARE,3.42,1
2015,3,15,17,19,18,17,MI125,Oakland,MI,ED,AA,PCRJ,3.55,0
2015,3.03,22,21,25,24,23,MI081,Kent,MI,BU,BS,ISIN,1.68,1
2015,2.84,23,17,25,26,23,MI099,Macomb,MI,ED,AA,PCRJ,3.43,1
2015,3.98,27,28,28,29,26,MI005,Allegan,MI,AS,BS,BIPO,3.91,1
2015,3.3,20,25,19,22,21,MI005,Allegan,MI,TE,BS,PENS,3.22,1
2015,2.88,20,19,24,20,21,MI161,Washtenaw,MI,BU,BS,PGA,3.68,1
2015,3.56,20,27,25,23,24,MI125,Oakland,MI,ED,AA,PCRJ,3.8,0
2015,3.78,21,25,16,22,21,MI077,Kalamazoo,MI,HP,AAS,PDH,3.3,1
2015,3.67,22,24,21,26,23,MI081,Kent,MI,BU,BS,PGA,3.61,0
2015,3.17,21,19,18,22,20,MI107,Mecosta,MI,AS,BS,SPTC,3.08,1
2015,4,31,29,33,30,31,MI133,Osceola,MI,HP,AAS,PDH,4,1
2015,3.1,18,18,17,18,18,MI133,Osceola,MI,TE,AAS,HVAR,3.19,1
2015,2.8,16,15,15,16,15,MI125,Oakland,MI,UN,AA,GNST,2.34,0
2015,3.83,20,27,23,23,22,MI117,Montcalm,MI,TE,AAS,MECH,4,1
2015,3.43,26,19,32,26,25,MI121,Muskegon,MI,AS,AS,PSCI,2.58,0
2015,3.9,24,26,19,24,22,MI081,Kent,MI,AS,BS,BIPT,3.4,0
2015,3.45,15,17,17,23,18,MI125,Oakland,MI,HP,AAS,PDMS,2.72,1
2015,3.18,22,21,23,24,23,MI115,Monroe,MI,HP,AAS,AHS,2.91,1
2015,3.09,10,16,17,23,17,MI155,Shiawassee,MI,BU,AAS,PBUS,3.38,1
2015,4.17,24,28,29,31,28,MI163,Wayne,MI,TE,AAS,PPET,3.85,1
2015,2.68,20,19,18,20,19,MI023,Branch,MI,AS,AA,PSWK,3.12,0
2015,3.12,26,22,23,22,23,MI099,Macomb,MI,KE,BFA,IN,2.57,1
2015,3.6,19,23,20,23,21,MI123,Newaygo,MI,BU,BS,BUAD,3.32,1
2015,3.63,23,23,20,20,22,MI091,Lenawee,MI,HP,AAS,PDH,2.69,0
2015,3.51,22,21,31,20,23,MI139,Ottawa,MI,TE,AAS,MECH,3.32,1
2015,3.21,22,24,20,20,22,MI081,Kent,MI,BU,BS,BUAD,2.76,0
2015,3.07,19,16,18,20,17,MI127,Oceana,MI,UN,AA,GNST,2.66,1
2015,3.91,23,27,28,26,25,MI165,Wexford,MI,AS,AS,PPHR,3.79,1
2015,3.26,15,24,14,20,18,MI139,Ottawa,MI,TE,AAS,CETM,1.27,0
2015,3.51,18,20,13,19,18,MI081,Kent,MI,UN,AA,GNST,3.46,1
2015,3.67,22,19,32,25,24,MI139,Ottawa,MI,HP,BS,PNUR,3.31,1
2015,2.75,26,23,27,26,26,MI081,Kent,MI,TE,AAS,HVAR,1.5,0
2015,3.16,21,20,23,22,21,MI165,Wexford,MI,AS,BS,BIPV,3.15,1
2015,3.03,16,15,15,19,16,MI125,Oakland,MI,BU,AS,PMKT,2.29,1
2015,3.8,21,19,25,25,23,MI021,Berrien,MI,AS,AS,PPHR,3.61,1
2015,3.14,21,23,23,22,22,MI077,Kalamazoo,MI,UN,AA,CARE,3.9,1
2015,3.45,19,23,20,20,21,MI091,Lenawee,MI,UN,AA,CARE,3.28,1
2015,3.27,21,21,21,22,21,MI151,Sanilac,MI,TE,AAS,BCTM,3.03,1
2015,3.31,20,22,24,23,22,MI029,Charlevoix,MI,ED,AA,PCRJ,3.17,1
2015,4.17,27,25,31,25,26,MI021,Berrien,MI,AS,BS,BIPO,3.71,1
2015,3.86,33,29,33,30,31,MI107,Mecosta,MI,TE,AAS,PPET,3.65,1
2015,3.11,25,24,24,22,24,MI021,Berrien,MI,KE,BFA,GD,3.85,1
2015,2.96,25,18,29,23,23,MI139,Ottawa,MI,HP,AAS,PDH,0.79,0
2015,3.04,22,20,26,23,23,MI159,Van Buren,MI,AS,AS,PSCI,1.01,1
2015,3.21,16,16,21,20,18,MI113,Missaukee,MI,AS,AA,PSWK,2.62,0
2015,2.83,23,25,21,23,23,MI117,Montcalm,MI,TE,AAS,MFT,2.52,1
2015,3.76,31,30,23,25,27,MI099,Macomb,MI,AS,BS,BIFB,3.15,1
2015,3.48,20,18,20,24,21,MI121,Muskegon,MI,UN,AA,CARE,2.99,1
2015,3.88,25,25,29,25,25,MI081,Kent,MI,BU,BS,MIM,4,1
2015,3.04,22,18,22,20,21,MI021,Berrien,MI,HP,AAS,AHS,0.76,0
2015,2.96,14,18,17,18,17,MI077,Kalamazoo,MI,ED,AA,PCRJ,3.29,0
2015,3.41,18,20,15,20,18,MI049,Genesee,MI,ED,BS,ELED,2.47,0
2015,3.1,20,18,16,20,19,MI059,Hillsdale,MI,HP,AAS,AHS,3.45,1
2015,3.89,25,27,23,22,24,MI081,Kent,MI,KE,BFA,GD,3.75,1
2015,3.18,23,22,24,23,23,MI111,Midland,MI,KE,BFA,DM,3.86,1
2015,3.49,23,24,22,22,22,MI043,Dickinson,MI,HP,BS,PNUR,3.88,1
2015,3.4,21,19,28,26,24,MI081,Kent,MI,ED,AA,PCRJ,2.96,1
2015,3.56,22,18,27,21,22,MI101,Manistee,MI,KE,BFA,PH,3.28,1
2015,2.76,21,16,22,18,19,MI139,Ottawa,MI,ED,AAS,ECED,2.87,1
2015,3.97,28,25,27,26,26,MI021,Berrien,MI,AS,BS,BIPM,3.27,1
2015,4.07,33,24,31,24,28,MI163,Wayne,MI,ED,AA,PCRJ,4,1
2015,3.59,19,25,21,27,23,MI145,Saginaw,MI,HP,BS,PMLS,2.99,1
2015,2.73,25,27,26,22,25,MI005,Allegan,MI,UN,AA,GNST,0,0
2015,3.59,24,17,21,22,21,MI049,Genesee,MI,ED,AA,PCRJ,3.61,1
2015,4,27,28,22,25,25,MI097,Mackinac,MI,BU,BS,ACCT,4,1
2015,3.68,22,22,22,20,22,MI097,Mackinac,MI,HP,AAS,PRAD,3.73,1
2015,2.71,18,16,21,17,18,MI081,Kent,MI,BU,AAS,GRDE,2.75,0
2015,3.83,18,18,19,19,19,MI033,Chippewa,MI,AS,AS,PSCI,2.74,1
2015,3.42,14,20,18,19,18,MI119,Montmorency,MI,HP,AAS,AHS,2.54,1
2015,4,27,27,31,32,29,MI105,Mason,MI,TE,AAS,CDTD,4,1
2015,2.76,27,31,32,31,30,MI143,Roscommon,MI,TE,AAS,PPET,3.2,1
2015,2.47,22,17,20,20,20,MI099,Macomb,MI,ED,AA,PCRJ,3.3,1
2015,2.4,19,24,20,23,22,MI145,Saginaw,MI,ED,AA,PCRJ,3.09,1
2015,3.78,29,31,30,33,30,MI077,Kalamazoo,MI,AS,BS,BIPV,3.45,1
2015,3.88,26,21,24,22,23,MI025,Calhoun,MI,KE,BFA,AE,3.34,1
2015,3.56,27,20,22,22,23,MI081,Kent,MI,HP,AAS,AHS,3.14,1
2015,3.95,32,25,33,29,30,MI075,Jackson,MI,ED,AAS,PDGM,3.7,1
2015,2.67,20,23,23,21,22,MI121,Muskegon,MI,BU,BS,BUAD,2.28,0
2015,2.32,26,23,31,25,26,MI081,Kent,MI,UN,AA,GNST,1.03,0
2015,3.9,22,24,19,27,23,MI121,Muskegon,MI,AS,AS,PPHR,3.24,1
2015,3.46,16,17,17,21,18,MI099,Macomb,MI,ED,AA,PCRJ,3.79,0
2015,2.92,24,26,27,20,24,MI125,Oakland,MI,KE,BFA,AE,3.54,1
2015,3.05,15,16,17,18,17,MI163,Wayne,MI,UN,AA,GNST,1.3,0
2015,3.36,16,17,14,20,17,MI117,Montcalm,MI,UN,AA,GNST,3.59,1
2015,2.7,16,25,19,24,21,MI067,Ionia,MI,TE,AAS,BCTM,2.37,1
2015,3.94,24,25,30,23,26,MI093,Livingston,MI,TE,AAS,ARCH,3.95,1
2015,3.21,20,16,18,16,16,MI005,Allegan,MI,BU,AS,PMKT,3.39,1
2015,2.98,16,26,26,21,19,MI163,Wayne,MI,ED,AA,PCRJ,1.27,0
2015,2.96,14,17,17,19,17,MI125,Oakland,MI,UN,AA,GNST,3.19,1
2015,2.93,21,20,19,21,20,MI065,Ingham,MI,ED,AAS,PDGM,2.38,1
2015,3.92,29,26,25,28,27,MI099,Macomb,MI,AS,AS,PPHR,3.54,1
2015,3.54,19,17,20,20,18,MI099,Macomb,MI,ED,AA,PCRJ,2.91,1
2015,3.9,33,28,26,28,29,MI067,Ionia,MI,BU,AAS,CIS,3.86,1
2015,3.34,15,21,18,18,18,MI139,Ottawa,MI,HP,AAS,PRAD,2.08,0
2015,2.52,24,19,30,23,24,MI107,Mecosta,MI,BU,AAS,CIS,2.87,1
2015,3.96,27,32,31,34,31,MI161,Washtenaw,MI,AS,AS,PPHR,3.71,1
2015,2.44,17,23,17,23,20,MI099,Macomb,MI,UN,AA,GNST,3.85,1
2015,3.24,17,22,24,19,20,MI149,St. Joseph,MI,BU,BS,CIT,2.62,1
2015,4.14,27,25,34,26,28,MI091,Lenawee,MI,AS,AS,PPHR,2.96,1
2015,2.95,18,18,23,24,21,MI139,Ottawa,MI,TE,BS,PENS,2.51,1
2015,3.72,16,19,16,24,18,MI147,St. Clair,MI,BU,BS,PGA,3.68,1
2015,3.4,25,25,26,27,26,MI081,Kent,MI,AS,AS,PPHR,2.73,1
2015,3.92,25,26,28,25,26,MI021,Berrien,MI,AS,AS,PPHR,3.42,1
2015,3.9,14,17,07,20,15,MI065,Ingham,MI,UN,AA,GNST,4,1
2015,3.46,26,23,24,26,25,MI079,Kalkaska,MI,AS,AS,PSCI,3.49,1
2015,3.25,23,17,22,21,21,MI165,Wexford,MI,UN,AA,GNST,3.94,1
2015,3.93,20,25,23,24,23,MI151,Sanilac,MI,ED,AA,PCRJ,3.68,1
2015,3.66,20,20,24,22,22,MI165,Wexford,MI,HP,AAS,PRAD,3.52,1
2015,2.95,21,18,24,23,22,MI147,St. Clair,MI,AS,AS,PSCI,2.65,1
2015,2.3,28,22,30,21,25,MI069,Iosco,MI,KE,BFA,DM,3.18,0
2015,3.84,24,26,28,24,26,MI025,Calhoun,MI,AS,AS,PPHR,2.97,1
2015,3.6,20,19,22,22,21,MI139,Ottawa,MI,BU,AAS,GRDE,3.13,1
2015,3.74,24,27,32,28,27,MI081,Kent,MI,TE,AAS,PPET,3.37,1
2015,3.21,14,18,15,22,17,MI005,Allegan,MI,UN,AA,GNST,2.43,0
2015,3.41,30,20,25,22,24,MI141,Presque Isle,MI,AS,AS,PSCI,2.68,1
2015,3.38,29,25,29,23,27,MI025,Calhoun,MI,HP,BS,PNUR,1.94,0
2015,3.77,25,25,20,26,24,MI117,Montcalm,MI,HP,AAS,PDH,3.86,1
2015,3.16,26,26,29,25,27,MI081,Kent,MI,AS,BS,AMCS,3.45,1
2015,2.6,19,19,16,20,19,MI045,Eaton,MI,UN,AA,GNST,3.21,1
2015,3.3,15,22,17,16,18,MI091,Lenawee,MI,ED,AA,PCRJ,2.44,1
2015,3.12,21,16,18,18,18,MI125,Oakland,MI,HP,AAS,PDMS,2.56,0
2015,3.75,23,29,30,29,28,MI125,Oakland,MI,TE,AAS,PWEL,2.58,1
2015,3.02,21,15,22,20,20,MI163,Wayne,MI,ED,AA,PCRJ,3.34,0
2015,4.1,29,30,26,27,28,MI015,Barry,MI,HP,BS,PNUR,3.67,1
2015,2.72,22,20,23,25,23,MI163,Wayne,MI,ED,BAS,DAGD,2.56,0
2015,3.55,24,18,28,24,24,MI151,Sanilac,MI,KE,BFA,GD,4,1
2015,3.17,21,16,23,23,21,MI121,Muskegon,MI,AS,AS,PSCI,2.13,0
2015,4.26,21,28,22,27,25,MI075,Jackson,MI,AS,AA,PLAW,3.64,0
2015,3.79,16,19,20,19,19,MI107,Mecosta,MI,HP,AAS,PDH,3.34,0
2015,3.64,18,25,23,24,21,MI103,Marquette,MI,AS,BS,AMCS,2.87,1
2015,3.86,24,30,34,30,30,MI073,Isabella,MI,TE,AAS,BCTM,3.76,1
2015,3.67,13,19,14,20,17,MI117,Montcalm,MI,UN,AA,GNST,2.57,1
2015,3.17,20,16,17,21,19,MI165,Wexford,MI,UN,AA,CARE,4,1
2015,3.89,27,27,26,27,25,MI017,Bay,MI,AS,AS,PPHR,3.16,1
2015,3.08,22,24,19,22,22,MI145,Saginaw,MI,HP,AAS,PRSP,3.19,1
